,SalePrice
849,12.138869243416009
1260,12.10625783509458
787,12.358798024384122
352,11.461642696843066
710,10.859018228147887
124,12.10625783509458
178,13.126032637428713
287,11.385103457032141
1407,11.626263078808801
1208,11.849404844423074
294,12.025755079404917
327,11.886218559372042
1456,12.25486757159303
841,11.967187086434018
1121,12.268582547911404
931,11.674202123168433
236,12.130815551850676
88,11.350418300109132
886,11.884495917930655
552,12.450981602512561
630,11.728044909070785
1352,11.812296455066814
665,12.348010479804223
900,11.608244735642321
290,12.359784657728284
1382,11.964007453736912
570,11.867805799560465
348,11.944714374881176
544,12.098854850641
1376,11.418625774449598
660,12.19552218463499
1111,12.230770136157428
458,11.989165855127435
1005,11.917730355182513
333,12.240478903153711
721,11.870606902224587
1289,12.546113507028412
678,12.827995001361906
1354,12.367345048436391
328,12.276069679344003
318,12.468440756144114
1438,11.916395250412128
908,11.782960235741939
12,11.87757552297847
171,12.278397958261774
260,12.07824495582233
778,11.87757552297847
818,11.951186847493476
759,12.577639650232573
138,12.345838935721968
1209,12.577639650232573
885,12.70351207261035
741,11.863589378812122
139,12.352339472153524
1276,11.995357787034976
1081,11.798111925972618
224,12.864242696187505
1063,11.612779849672751
409,12.73596827534975
325,11.373674891823535
299,11.973516181427835
1242,12.04355959836804
705,10.915106645867503
1235,11.841423131921784
1355,12.04355959836804
903,12.388398368982115
829,11.900912042974875
503,12.574185427296195
1336,11.813037464800539
3,11.849404844423074
1313,12.716405147731708
467,11.89478753335453
321,12.777055016970678
5,11.870606902224587
1239,12.490879338036375
1093,11.891368749982085
715,12.013706813470414
39,11.314486721293981
542,12.270225154674701
242,11.277215789596893
136,11.870606902224587
714,11.779136168550774
737,12.3879816172226
1301,12.086731521684555
1043,12.47717172708952
1330,12.33270970174018
1103,11.979805470779858
752,12.28765724080691
1353,12.923914877701906
376,11.904974309480183
314,12.08954444723597
442,12.000897933306716
319,12.141539457711714
767,11.982935344196433
756,12.264346270624157
424,11.842236406331555
553,11.58989576532275
1035,11.338583982516495
953,12.055255569732177
1185,11.560772327227417
596,11.648373769145277
227,11.571203807011969
1106,12.100161978566867
771,11.532737896139919
933,12.154784614286667
1417,12.73670383776449
66,12.100717685412471
999,12.235636302128867
579,11.78676973513378
942,11.918397239722838
211,12.133507329024972
1148,11.669082701743504
745,12.61087420020211
536,12.144202560946876
1286,11.870606902224587
1295,11.83863282480007
85,12.468440756144114
1314,11.686887175419702
974,12.02874460037869
976,11.356283350762888
631,12.252483791602627
1315,12.239995696974733
1383,11.626263078808801
1401,12.170450649220749
949,12.193498926601634
273,11.842236406331555
1034,11.693169865968983
362,12.198549416880068
622,11.813037464800539
2,12.317171167298682
6,12.634606283893019
311,11.790564777297387
668,12.031725210748633
1037,12.567240979056246
1439,12.190964083849375
215,11.808955099378537
1119,11.803361242493628
27,12.631343648903034
1055,12.100717685412471
824,12.357079818283598
1415,12.077676615757813
1198,12.08954444723597
1280,12.33270970174018
624,12.014615485902027
807,12.317171167298682
256,12.242891437918386
25,12.454107814022272
336,12.841132451487937
572,12.32163544049751
47,12.428019481065613
106,11.51293546492023
349,12.988043102265232
55,12.103491596905931
1443,11.703554089007538
213,11.957617696467539
120,12.100717685412471
1206,11.580593459194764
1388,12.84132849667433
72,12.128116509451258
743,12.07254696717504
1188,12.180759965737863
45,12.675766851909591
1230,12.154784614286667
523,12.126764251515691
826,11.603688960617083
867,11.767575435251748
1199,11.904974309480183
757,11.97603664577121
533,10.579005242826247
603,11.92504173829169
465,12.093693109638318
1391,11.728044909070785
1244,12.345838935721968
1080,11.884495917930655
904,11.74006900564972
60,11.970356641102999
92,12.004574385508691
666,11.767575435251748
727,12.178192583415596
194,11.751950239425476
280,12.339295865674435
359,12.54254845357358
519,12.36308066783498
1455,12.07254696717504
923,12.170450649220749
182,11.695255355062795
987,12.887129532148373
110,11.827013315851762
42,11.87757552297847
1236,12.075400019877522
204,11.608244735642321
983,12.45254592991672
52,11.608244735642321
545,12.34148164933907
945,11.735276702486741
852,12.00762780434872
1413,12.456835254920371
1375,12.384223015005313
183,12.206077645517674
137,12.049424683420915
926,12.560247968016562
80,12.173037959397275
1364,11.878630514504515
105,12.429220196836383
541,12.421188057397055
706,12.618185607609803
480,12.694655727828803
165,11.755879486687116
248,12.100717685412471
307,11.402005077384885
446,12.154784614286667
712,12.149507585033072
334,12.165255859329688
97,11.459007676978688
724,12.676079399771027
905,11.759793355371237
899,11.813037464800539
102,11.68658461118553
434,11.302216779257382
1007,11.385103457032141
1305,12.691583538230217
834,11.849047640327147
1324,11.898194668458823
302,12.230770136157428
1229,11.751950239425476
1191,12.066816325306588
388,12.160033942617156
235,11.402005077384885
1212,11.635151947212842
267,12.097936057925594
305,12.631016799175821
117,11.951186847493476
1179,11.440365524765756
673,12.458778882573533
249,12.531776395271262
1065,12.700771936142122
1052,12.013706813470414
71,11.771443882099637
94,12.229549885708273
1440,12.160033942617156
33,12.016732516077072
1167,12.06105265381003
448,11.691080018519527
445,11.755879486687116
716,11.979805470779858
844,11.944064817531656
1112,11.774527900858468
858,11.931642378754141
997,12.128116509451258
77,11.751950239425476
84,12.034696963475044
792,12.505402864156405
82,12.409017571151187
457,12.45293662970407
970,11.813037464800539
676,11.373674891823535
938,12.387560521575551
1050,12.080996832096167
436,11.661354090741
644,12.823631142839984
780,12.07824495582233
862,11.931642378754141
1357,11.917730355182513
404,12.031725210748633
1270,12.468440756144114
941,12.273735966890268
944,11.83138646878959
104,12.040614105490253
609,11.682676678340282
1068,11.927687224983487
993,12.066241450757124
888,12.498745990829315
62,12.218500103788143
281,12.128116509451258
964,12.277932735946903
238,12.669809806411457
223,11.48247656671073
145,11.775297421715827
1362,11.560772327227417
373,11.719947764402807
118,12.676079399771027
1096,11.751950239425476
250,11.245059091624615
1406,11.798111925972618
9,11.678448377988165
449,11.695255355062795
708,12.09815887308463
255,12.345838935721968
593,11.849404844423074
389,12.962196972666593
1202,11.669937760751914
1168,12.367345048436391
557,11.58989576532275
1298,11.982935344196433
1424,11.87757552297847
460,12.481565733211923
723,11.813037464800539
1346,12.47801017053037
144,11.736077016252437
501,12.331387247601905
1070,11.813037464800539
739,12.154784614286667
1349,11.711784520403112
731,12.141539457711714
539,12.513561021741964
177,12.058158312538197
1408,11.74006900564972
697,11.724004532183379
1402,12.174994689959313
1022,11.373674891823535
1116,12.123239799036943
1429,12.116700301832573
1453,11.344518647594766
7,12.206077645517674
820,12.117246896289503
667,12.173037959397275
1389,11.782960235741939
357,11.80560254159177
783,12.016732516077072
985,11.736077016252437
329,11.264476926102367
1444,12.098493002763465
1117,11.775297421715827
1087,12.437188334739655
258,12.352339472153524
1144,11.289794413577894
372,11.736077016252437
1075,12.299112067295642
882,12.08954444723597
142,12.019749091416921
525,12.07824495582233
1107,12.52352951631214
1335,12.031129798974042
1091,11.982935344196433
1387,11.820417517632333
440,13.22672519452875
531,11.759793355371237
1169,13.345508528717259
226,12.577639650232573
1000,11.314486721293981
228,11.736077016252437
1246,12.136191879981927
1319,11.6172944892629
212,12.439875187430008
79,11.608244735642321
148,11.856522261533737
814,11.661354090741
1067,12.031129798974042
869,12.371591321286905
671,11.548302261270587
1124,12.007017865994577
555,11.635151947212842
864,12.43153750053306
133,12.301387370778713
1079,11.744045122410057
823,11.845827048676645
408,12.54254845357358
982,11.982278882874377
507,12.246739428005663
1150,11.728044909070785
504,11.898194668458823
986,11.669937760751914
347,11.967187086434018
386,11.302216779257382
0,12.24769911637256
360,11.957617696467539
828,12.128116509451258
1379,12.02874460037869
475,11.794345471549745
1247,12.042971193457888
57,12.188422799337028
637,11.440365524765756
1273,12.083910661257521
1026,12.02874460037869
909,12.066816325306588
172,12.384223015005313
450,11.608244735642321
125,11.344518647594766
934,12.396697137361691
530,12.07254696717504
857,12.066816325306588
713,11.767575435251748
90,11.60733523953139
1412,11.407576060361786
181,12.206577518060588
875,12.623064399210183
1151,11.917730355182513
786,11.842236406331555
414,12.337105293891872
251,12.367345048436391
69,12.323860125621126
803,13.275829251377
131,12.404927602627597
300,11.964007453736912
978,11.608244735642321
326,12.688501881189456
1426,12.509877789891931
1083,11.982935344196433
499,11.695255355062795
968,10.542732775946709
832,12.37581963951765
364,12.154784614286667
495,10.460270761075149
1359,12.660331092405906
338,12.218500103788143
421,12.278397958261774
164,11.931642378754141
28,12.242891437918386
516,11.970356641102999
193,11.775297421715827
1250,12.404927602627597
1326,11.277215789596893
1325,10.915106645867503
169,12.337105293891872
167,12.693501691489768
652,12.160033942617156
173,12.001511614739405
518,12.259618151783465
1181,12.880294363972055
1149,11.870606902224587
912,11.385103457032141
491,11.798111925972618
73,11.88380602959621
1219,11.424105180165641
587,11.827743504053695
750,11.477308649967686
657,11.91170829631447
842,12.071975378543236
234,12.285350445351659
732,12.312686874960354
214,11.993813394724253
162,12.301387370778713
132,11.923384748066601
1098,11.759793355371237
222,12.100161978566867
1312,12.618185607609803
185,13.07107218827772
41,12.04355959836804
692,12.721888795877375
108,11.652696102959753
38,11.599112335481124
568,12.665397584983758
947,12.506180941677357
1233,11.863589378812122
1403,12.552930054797935
483,12.00762780434872
468,12.429220196836383
890,11.719134432217524
24,11.944714374881176
962,11.951186847493476
1100,11.002116507732017
68,11.289794413577894
884,11.51293546492023
1231,11.794345471549745
366,11.976665770490767
505,11.732069026983156
850,11.78676973513378
1281,12.100717685412471
383,11.23850177707664
734,11.58989576532275
717,11.964007453736912
1300,12.323860125621126
454,12.144202560946876
264,11.19822841866684
75,11.418625774449598
914,12.065280672855897
232,11.456365695436427
444,12.25486757159303
395,11.767575435251748
611,11.904974309480183
176,12.259618151783465
18,11.976665770490767
1277,12.19552218463499
1029,11.678448377988165
341,11.314486721293981
1097,12.04355959836804
879,11.824087219587643
595,12.672949516558306
61,11.522885696764481
1227,11.898194668458823
272,12.577639650232573
1176,11.691080018519527
872,11.661354090741
1090,11.439289689006644
1370,11.561725152903833
278,12.936754021718041
1128,12.278397958261774
694,11.860062063178267
368,11.790564777297387
1345,11.59451466851004
36,11.884495917930655
735,12.001511614739405
1411,11.849404844423074
662,11.608244735642321
1285,11.794345471549745
1316,12.596403811053621
977,12.20557752297723
547,11.771443882099637
1161,12.319405795112926
688,12.879019669789754
738,12.095146671399466
191,12.122696471358964
919,12.081081821061819
456,11.49273296168228
868,12.037659911047468
393,11.51293546492023
675,11.908346971208951
760,11.755879486687116
1436,11.699413330633599
728,11.608244735642321
419,11.863589378812122
375,11.0186455364637
412,12.310437165348775
74,11.58432477200052
1366,12.170450649220749
1141,12.193498926601634
500,11.635151947212842
825,12.861001210669146
195,11.908346971208951
1459,11.901590234400047
616,12.118339189722553
114,12.466515835145202
417,12.384223015005313
601,11.856522261533737
969,11.849404844423074
921,11.890683588496984
604,12.30592250537653
1448,11.626263078808801
89,11.724813914587886
848,12.388398368982115
1114,11.669937760751914
1395,12.546871224308068
753,12.526346537332584
498,11.775297421715827
11,12.75130259456002
396,11.719947764402807
284,12.09626335986454
690,11.856522261533737
1197,11.87757552297847
1367,11.751950239425476
689,12.179220327453931
851,12.278397958261774
159,12.676079399771027
895,11.849404844423074
1192,11.736077016252437
257,12.301387370778713
335,12.34126328584159
1371,12.016732516077072
1039,11.289794413577894
515,12.90634935052389
1015,12.33270970174018
768,12.28690580994122
1292,11.58525542883217
761,11.51293546492023
1074,12.175618592671356
521,11.918397239722838
22,12.345838935721968
356,12.06105265381003
1451,12.567554517655415
340,12.220473454337986
431,11.288543647320601
473,12.994532278619134
217,11.580593459194764
911,11.874097282798648
1172,12.05467400868968
1011,11.51293546492023
1420,12.100161978566867
93,11.804855999911272
1008,12.388398368982115
696,11.39640288460621
996,11.824087219587643
153,12.367345048436391
1307,11.835016210489899
1458,11.864469267087891
789,12.141539457711714
580,12.111217862017215
703,11.849404844423074
1225,11.884495917930655
487,12.07254696717504
559,12.36308066783498
801,11.60733523953139
512,11.774527900858468
633,11.845109950883979
1302,12.577639650232573
790,11.984184555794167
116,11.842236406331555
740,11.790564777297387
830,12.019749091416921
119,12.0075668272517
656,11.8879382384223
635,12.206077645517674
369,11.995357787034976
268,11.699413330633599
655,11.385103457032141
935,11.288543647320601
822,12.323860125621126
866,12.424810506025395
46,12.387089184491993
1287,12.154784614286667
991,12.031725210748633
876,11.792456911128632
773,11.648338835562747
4,12.429220196836383
1003,11.827049837927534
1268,12.850557278777309
263,11.775297421715827
1360,12.149507585033072
1334,11.736077016252437
443,12.058158312538197
1002,12.354496960983985
1077,11.840796531639839
837,11.51293546492023
1304,11.775297421715827
304,12.59473402514672
1211,12.00762780434872
313,12.834683971615659
149,11.652696102959753
574,11.842236406331555
50,12.083910661257521
1140,11.842236406331555
726,12.310437165348775
833,12.025755079404917
1115,12.669809806411457
470,12.264346270624157
971,12.06105265381003
653,11.813037464800539
399,12.392556361841777
511,12.2193145828011
320,12.74444728628135
19,11.842236406331555
684,12.30592250537653
35,12.6410997921206
902,12.100717685412471
827,12.149507585033072
1309,12.09626335986454
407,12.083910661257521
920,12.211065162153215
537,11.619544188752133
758,12.097378802727306
1062,11.407576060361786
245,12.394628892852941
1127,12.464587201678082
784,11.759793355371237
489,11.362114203075018
154,11.736077016252437
961,12.513561021741964
853,11.970356641102999
625,11.982935344196433
685,12.242891437918386
569,11.820123358887447
1399,11.831022768939789
17,11.407576060361786
127,11.373674891823535
927,12.07824495582233
980,12.091789104493502
1431,11.87583791515714
190,12.660331092405906
1139,11.87757552297847
992,12.138869243416009
1425,11.863589378812122
1218,11.296024885689746
606,11.931642378754141
180,12.083910661257521
301,12.495007682693725
496,12.971542813248437
1258,12.154784614286667
1222,11.870606902224587
1204,11.941462360646149
517,12.487488878546145
1069,11.813037464800539
476,12.249615734512616
157,12.504327379899443
16,11.91170829631447
1072,11.424105180165641
546,12.25486757159303
658,11.487617913343598
1193,12.013706813470414
1019,12.271349956195543
1223,11.834291315386718
959,11.951186847493476
1373,13.05301544288996
283,12.407383590534293
797,11.608244735642321
225,11.626263078808801
26,11.811554895830454
437,11.686887175419702
1419,12.314931534737134
229,12.167856627501678
37,11.938199736300925
749,11.49273296168228
1045,11.846543632608535
469,12.138869243416009
1245,12.08954444723597
1434,11.982935344196433
687,11.910365121788654
1343,12.083910661257521
639,12.485830907348902
1261,11.766799946849087
1158,12.367889578686164
1217,12.343470927093518
1328,12.45293662970407
800,12.206077645517674
160,11.998439434579149
956,11.728044909070785
1186,11.461642696843066
821,11.440365524765756
1237,12.180759965737863
877,12.765691290604371
913,11.884495917930655
152,12.154784614286667
1338,12.206077645517674
509,11.732069026983156
1135,11.532737896139919
1251,12.053801032483948
103,12.200562492481511
586,11.775297421715827
1380,10.97679912709094
1143,11.289794413577894
53,12.861001210669146
151,12.827731880206521
403,12.460718739865236
1416,11.715874472198905
207,11.856522261533737
1381,12.377927112974284
1122,11.626263078808801
8,11.774527900858468
1014,11.688566422839942
1308,11.898194668458823
1060,12.271396795480596
452,12.225880174775122
253,11.970356641102999
896,11.575909653758895
1378,11.326607934898927
880,11.964007453736912
1377,11.669937760751914
623,12.034696963475044
345,11.850832386224807
1253,12.591338447675579
262,11.92504173829169
150,11.711784520403112
472,11.904974309480183
640,12.520887034998584
1446,11.969723533345908
1374,12.429220196836383
550,11.849404844423074
928,12.373707715234994
488,11.982935344196433
1321,11.19135563385109
1171,12.001511614739405
146,11.561725152903833
402,11.58989576532275
954,11.755879486687116
1404,11.561725152903833
659,12.025755079404917
463,12.147919030759663
186,12.06105265381003
1147,12.069685751267224
1224,12.122696471358964
608,12.791358964949923
143,12.225880174775122
751,11.995357787034976
981,12.724869415131389
197,12.367345048436391
883,11.682676678340282
279,12.165255859329688
293,12.367345048436391
1329,12.081081821061819
400,12.411056299528171
122,11.820417517632333
1207,12.206077645517674
202,11.626263078808801
835,11.759793355371237
246,11.827743504053695
1386,12.429220196836383
1372,12.521981322562505
1153,11.699413330633599
384,12.388398368982115
1288,12.535379989788607
854,12.04355959836804
219,12.027191164883384
641,12.328294703023394
1,12.109016442313738
112,12.85832230788469
698,11.83863282480007
1393,12.001511614739405
951,11.694421681264394
1283,11.842236406331555
1318,12.524530013005734
441,11.678448377988165
1136,11.686887175419702
1256,12.616528611893463
663,11.83138646878959
1433,12.136191879981927
1257,11.511934974596555
1296,11.951186847493476
317,12.506180941677357
648,11.951186847493476
709,11.60733523953139
1282,11.921725007667265
972,11.507922973347437
627,11.938199736300925
632,11.320565693461432
1248,11.771443882099637
1423,12.524420916542532
1254,12.016128107502665
1348,12.278397958261774
795,12.049424683420915
645,11.872353615355413
1012,12.013706813470414
556,11.856522261533737
681,11.979391594635791
577,12.010671928196443
1109,12.54254845357358
1266,11.711784520403112
1183,11.695255355062795
524,12.662709207270272
1059,12.301387370778713
540,12.660331092405906
1194,11.970356641102999
748,12.469978029554953
1351,12.049424683420915
484,11.794345471549745
95,12.128116509451258
1020,12.07824495582233
563,12.128116509451258
1264,12.10625783509458
742,12.095146671399466
863,11.794345471549745
891,12.058158312538197
1038,11.48247656671073
206,11.87688084212164
392,11.575909653758895
794,12.178192583415596
870,11.603688960617083
397,12.040614105490253
766,12.188422799337028
1341,11.951186847493476
1241,12.42250975887691
1028,11.561725152903833
642,12.75130259456002
612,12.474193386571581
960,11.665655135642039
725,11.699413330633599
683,12.560247968016562
98,11.326607934898927
804,11.678448377988165
406,11.652696102959753
502,11.849404844423074
1071,11.944714374881176
1056,12.13270055639427
929,12.310437165348775
779,11.813037464800539
200,11.849404844423074
134,12.100717685412471
1051,12.206782393599413
40,11.982935344196433
1017,12.141539457711714
230,11.904974309480183
378,12.885204569609956
288,11.711784520403112
418,11.744045122410057
391,12.278397958261774
592,11.835016210489899
1162,11.767575435251748
1086,11.332613886815139
647,11.951186847493476
1152,12.345838935721968
520,11.573559498507079
64,12.299112067295642
14,11.964007453736912
1180,12.429220196836383
1064,11.944714374881176
492,12.059809113551397
379,12.095146671399466
187,11.813037464800539
763,12.727841176689147
216,12.25486757159303
791,11.896833207128452
1076,12.04355959836804
878,11.904974309480183
337,12.273735966890268
719,11.763691965388299
295,11.86710429621008
1016,12.220966184120165
1275,11.827743504053695
455,12.075400019877522
1457,12.493133274926212
815,12.323415584358154
269,11.904974309480183
995,11.7085004721646
201,12.052344376474922
161,12.929993908996359
729,11.542493975902508
401,12.013646205940514
702,12.799178471909892
1129,11.849404844423074
565,11.759793355371237
1021,12.175618592671356
1025,11.630717389475995
1104,11.571203807011969
205,12.103491596905931
34,12.533579815765737
775,11.995357787034976
508,11.989165855127435
1441,11.913719681428494
1390,12.367345048436391
91,11.498836682527127
1363,11.963574241653713
897,11.870278179170796
564,12.498745990829315
1369,12.354496960983985
776,12.308182383129823
241,11.612779849672751
13,12.540761149388421
315,12.146858590895919
600,12.524530013005734
387,11.736077016252437
1297,11.849404844423074
166,12.154784614286667
840,11.849404844423074
20,12.692506186542177
646,11.495789479023493
1154,12.215037342290755
831,11.92504173829169
1267,12.843973993864076
562,11.58989576532275
1422,11.824087219587643
686,12.336556900342153
957,11.790564777297387
189,12.563750586299374
975,12.013706813470414
699,12.185875040240456
510,12.013100572810686
1082,12.165255859329688
474,12.433212202169729
856,11.898194668458823
747,12.491176396967154
252,12.06105265381003
21,11.845109950883979
1337,10.868587496017359
459,11.608244735642321
1184,12.137263685701864
276,12.211065162153215
955,11.884495917930655
1215,11.736077016252437
385,12.165255859329688
805,12.335700805443338
1437,12.885673487343764
343,12.491255347155265
769,13.195615697878253
1332,11.51293546492023
130,12.328294703023394
871,12.208574513247495
1123,11.678448377988165
1396,11.982935344196433
87,12.010671928196443
330,11.686887175419702
1238,11.86710429621008
466,12.025755079404917
121,11.51293546492023
1044,12.535379989788607
1095,12.080696479888447
1130,11.813037464800539
1294,11.652696102959753
860,12.154521423145216
1126,12.066816325306588
